AAAA,0
AAAB,0
AAAC,0
AAAD,0
AAAE,0
AAAF,0
AAAG,0
AAAH,0
AAAI,0
AAAJ,0
AAAK,0
AAAL,0
AAAM,0
AAAN,0
AAAO,0
AAAP,0
AAAQ,0
AAAR,0
AAAS,0
AAAT,0
AAAU,0
AAAV,0
AAAW,0
AAAX,0
AAAY,0
AAAZ,0
AAA_,0
AABA,1
AABB,0
AABC,0
AABD,0
AABE,0
AABF,0
AABG,0
AABH,0
AABI,0
AABJ,0
AABK,0
AABL,0
AABM,0
AABN,0
AABO,0
AABP,0
AABQ,0
AABR,0
AABS,0
AABT,0
AABU,0
AABV,0
AABW,0
AABX,0
AABY,0
AABZ,0
AAB_,0
AACA,0
AACB,0
AACC,0
AACD,0
AACE,0
AACF,0
AACG,0
AACH,2
AACI,0
AACJ,0
AACK,0
AACL,0
AACM,0
AACN,0
AACO,0
AACP,0
AACQ,0
AACR,0
AACS,5
AACT,0
AACU,0
AACV,0
AACW,0
AACX,0
AACY,0
AACZ,0
AAC_,51
AADA,0
AADB,0
AADC,0
AADD,0
AADE,0
AADF,0
AADG,0
AADH,0
AADI,0
AADJ,0
AADK,0
AADL,0
AADM,0
AADN,0
AADO,0
AADP,0
AADQ,0
AADR,0
AADS,0
AADT,0
AADU,0
AADV,0
AADW,0
AADX,0
AADY,0
AADZ,0
AAD_,1
AAEA,0
AAEB,0
AAEC,0
AAED,0
AAEE,0
AAEF,0
AAEG,0
AAEH,0
AAEI,0
AAEJ,0
AAEK,0
AAEL,0
AAEM,0
AAEN,0
AAEO,0
AAEP,0
AAEQ,0
AAER,0
AAES,0
AAET,0
AAEU,0
AAEV,0
AAEW,0
AAEX,0
AAEY,0
AAEZ,0
AAE_,0
AAFA,0
AAFB,0
AAFC,0
AAFD,0
AAFE,0
AAFF,0
AAFG,0
AAFH,0
AAFI,0
AAFJ,0
AAFK,0
AAFL,0
AAFM,0
AAFN,0
AAFO,0
AAFP,0
AAFQ,0
AAFR,0
AAFS,0
AAFT,0
AAFU,0
AAFV,0
AAFW,0
AAFX,0
AAFY,0
AAFZ,0
AAF_,0
AAGA,0
AAGB,0
AAGC,0
AAGD,0
AAGE,0
AAGF,0
AAGG,0
AAGH,0
AAGI,0
AAGJ,0
AAGK,0
AAGL,0
AAGM,0
AAGN,0
AAGO,0
AAGP,0
AAGQ,0
AAGR,0
AAGS,0
AAGT,0
AAGU,0
AAGV,0
AAGW,0
AAGX,0
AAGY,0
AAGZ,0
AAG_,0
AAHA,0
AAHB,0
AAHC,0
AAHD,0
AAHE,0
AAHF,0
AAHG,0
AAHH,0
AAHI,0
AAHJ,0
AAHK,0
AAHL,0
AAHM,0
AAHN,0
AAHO,0
AAHP,0
AAHQ,0
AAHR,0
AAHS,0
AAHT,0
AAHU,10
AAHV,0
AAHW,0
AAHX,0
AAHY,0
AAHZ,0
AAH_,4
AAIA,0
AAIB,0
AAIC,0
AAID,0
AAIE,0
AAIF,0
AAIG,0
AAIH,0
AAII,0
AAIJ,0
AAIK,0
AAIL,0
AAIM,0
AAIN,0
AAIO,0
AAIP,0
AAIQ,0
AAIR,0
AAIS,0
AAIT,0
AAIU,0
AAIV,0
AAIW,0
AAIX,0
AAIY,0
AAIZ,0
AAI_,0
AAJA,0
AAJB,0
AAJC,0
AAJD,0
AAJE,0
AAJF,0
AAJG,0
AAJH,0
AAJI,0
AAJJ,0
AAJK,0
AAJL,0
AAJM,0
AAJN,0
AAJO,0
AAJP,0
AAJQ,0
AAJR,0
AAJS,0
AAJT,0
AAJU,0
AAJV,0
AAJW,0
AAJX,0
AAJY,0
AAJZ,0
AAJ_,0
AAKA,0
AAKB,0
AAKC,0
AAKD,0
AAKE,0
AAKF,0
AAKG,0
AAKH,0
AAKI,0
AAKJ,0
AAKK,0
AAKL,0
AAKM,0
AAKN,0
AAKO,0
AAKP,0
AAKQ,0
AAKR,0
AAKS,0
AAKT,0
AAKU,0
AAKV,0
AAKW,0
AAKX,0
AAKY,0
AAKZ,0
AAK_,0
AALA,9
AALB,23
AALC,0
AALD,0
AALE,0
AALF,0
AALG,0
AALH,0
AALI,0
AALJ,0
AALK,0
AALL,0
AALM,0
AALN,0
AALO,0
AALP,0
AALQ,0
AALR,0
AALS,1
AALT,1
AALU,0
AALV,0
AALW,0
AALX,0
AALY,0
AALZ,0
AAL_,42
AAMA,5
AAMB,0
AAMC,0
AAMD,0
AAME,0
AAMF,0
AAMG,0
AAMH,0
AAMI,2
AAMJ,0
AAMK,0
AAML,0
AAMM,0
AAMN,0
AAMO,0
AAMP,0
AAMQ,0
AAMR,0
AAMS,2
AAMT,0
AAMU,0
AAMV,0
AAMW,0
AAMX,0
AAMY,0
AAMZ,0
AAM_,10
AANA,0
AANB,0
AANC,0
AAND,0
AANE,0
AANF,0
AANG,0
AANH,0
AANI,1
AANJ,0
AANK,0
AANL,0
AANM,0
AANN,0
AANO,0
AANP,0
AANQ,0
AANR,0
AANS,0
AANT,0
AANU,0
AANV,0
AANW,0
AANX,0
AANY,0
AANZ,0
AAN_,12
AAOA,0
AAOB,0
AAOC,0
AAOD,0
AAOE,0
AAOF,0
AAOG,0
AAOH,0
AAOI,0
AAOJ,0
AAOK,0
AAOL,0
AAOM,0
AAON,0
AAOO,0
AAOP,0
AAOQ,0
AAOR,0
AAOS,0
AAOT,0
AAOU,0
AAOV,0
AAOW,0
AAOX,0
AAOY,0
AAOZ,0
AAO_,0
AAPA,0
AAPB,0
AAPC,0
AAPD,0
AAPE,0
AAPF,0
AAPG,0
AAPH,0
AAPI,0
AAPJ,0
AAPK,0
AAPL,0
AAPM,0
AAPN,0
AAPO,0
AAPP,0
AAPQ,0
AAPR,0
AAPS,0
AAPT,0
AAPU,0
AAPV,0
AAPW,0
AAPX,0
AAPY,0
AAPZ,0
AAP_,0
AAQA,0
AAQB,0
AAQC,0
AAQD,0
AAQE,0
AAQF,0
AAQG,0
AAQH,0
AAQI,0
AAQJ,0
AAQK,0
AAQL,0
AAQM,0
AAQN,0
AAQO,0
AAQP,0
AAQQ,0
AAQR,0
AAQS,0
AAQT,0
AAQU,0
AAQV,0
AAQW,0
AAQX,0
AAQY,0
AAQZ,0
AAQ_,0
AARA,0
AARB,0
AARC,0
AARD,0
AARE,0
AARF,0
AARG,0
AARH,4
AARI,0
AARJ,0
AARK,0
AARL,0
AARM,0
AARN,0
AARO,102
AARP,0
AARQ,0
AARR,0
AARS,4
AART,2
AARU,0
AARV,0
AARW,0
AARX,0
AARY,0
AARZ,0
AAR_,17
AASA,0
AASB,0
AASC,0
AASD,0
AASE,0
AASF,0
AASG,0
AASH,0
AASI,0
AASJ,0
AASK,0
AASL,0
AASM,0
AASN,0
AASO,0
AASP,0
AASQ,0
AASR,0
AASS,0
AAST,0
AASU,0
AASV,0
AASW,0
AASX,0
AASY,0
AASZ,0
AAS_,2
AATA,0
AATB,0
AATC,0
AATD,0
AATE,0
AATF,0
AATG,0
AATH,0
AATI,0
AATJ,0
AATK,0
AATL,0
AATM,0
AATN,0
AATO,0
AATP,0
AATQ,0
AATR,1
AATS,3
AATT,0
AATU,1
AATV,0
AATW,0
AATX,0
AATY,0
AATZ,0
AAT_,2
AAUA,0
AAUB,0
AAUC,0
AAUD,0
AAUE,0
AAUF,0
AAUG,0
AAUH,0
AAUI,0
AAUJ,0
AAUK,1
AAUL,0
AAUM,0
AAUN,0
AAUO,0
AAUP,0
AAUQ,0
AAUR,0
AAUS,0
AAUT,0
AAUU,0
AAUV,0
AAUW,0
AAUX,0
AAUY,0
AAUZ,0
AAU_,0
AAVA,0
AAVB,0
AAVC,0
AAVD,0
AAVE,0
AAVF,0
AAVG,0
AAVH,0
AAVI,0
AAVJ,0
AAVK,0
AAVL,0
AAVM,0
AAVN,0
AAVO,0
AAVP,0
AAVQ,0
AAVR,0
AAVS,0
AAVT,0
AAVU,0
AAVV,0
AAVW,0
AAVX,0
AAVY,0
AAVZ,0
AAV_,0
AAWA,0
AAWB,0
AAWC,0
AAWD,0
AAWE,0
AAWF,0
AAWG,0
AAWH,0
AAWI,0
AAWJ,0
AAWK,0
AAWL,0
AAWM,0
AAWN,0
AAWO,0
AAWP,0
AAWQ,0
AAWR,0
AAWS,0
AAWT,0
AAWU,0
AAWV,0
AAWW,0
AAWX,0
AAWY,0
AAWZ,0
AAW_,0
AAXA,0
AAXB,0
AAXC,0
AAXD,0
AAXE,0
AAXF,0
AAXG,0
AAXH,0
AAXI,0
AAXJ,0
AAXK,0
AAXL,0
AAXM,0
AAXN,0
AAXO,0
AAXP,0
AAXQ,0
AAXR,0
AAXS,0
AAXT,0
AAXU,0
AAXV,0
AAXW,0
AAXX,0
AAXY,0
AAXZ,0
AAX_,0
AAYA,0
AAYB,0
AAYC,0
AAYD,0
AAYE,0
AAYF,0
AAYG,0
AAYH,0
AAYI,0
AAYJ,0
AAYK,0
AAYL,0
AAYM,0
AAYN,0
AAYO,0
AAYP,0
AAYQ,0
AAYR,0
AAYS,0
AAYT,0
AAYU,0
AAYV,0
AAYW,0
AAYX,0
AAYY,0
AAYZ,0
AAY_,0
AAZA,0
AAZB,0
AAZC,0
AAZD,0
AAZE,0
AAZF,0
AAZG,0
AAZH,0
AAZI,0
AAZJ,0
AAZK,0
AAZL,0
AAZM,0
AAZN,0
AAZO,0
AAZP,0
AAZQ,0
AAZR,0
AAZS,0
AAZT,0
AAZU,0
AAZV,0
AAZW,0
AAZX,0
AAZY,0
AAZZ,0
AAZ_,0
AA_A,0
AA_B,1
AA_C,0
AA_D,0
AA_E,0
AA_F,0
AA_G,0
AA_H,1
AA_I,0
AA_J,0
AA_K,0
AA_L,0
AA_M,0
AA_N,1
AA_O,0
AA_P,1
AA_Q,0
AA_R,0
AA_S,0
AA_T,1
AA_U,0
AA_V,0
AA_W,0
AA_X,0
AA_Y,0
AA_Z,0
AA__,0
ABAA,0
ABAB,0
ABAC,3
ABAD,16
ABAE,5
ABAF,7
ABAG,1
ABAH,0
ABAI,1
ABAJ,0
ABAK,0
ABAL,10
ABAM,21
ABAN,230
ABAO,0
ABAP,2
ABAQ,0
ABAR,17
ABAS,36
ABAT,79
ABAU,1
ABAV,0
ABAW,0
ABAX,0
ABAY,0
ABAZ,0
ABA_,11
ABBA,136
